"lat_bin","lon_bin","year","dist_km","ring","n_pings","n_fishing","frac","log_pings"
-44,-73.6,2020,9.60557820524507,"5–10 km",289,288,0.996539792387543,5.66988092298052
-44,-73.6,2021,9.60557820524507,"5–10 km",437,432,0.988558352402746,6.08221891037645
-44,-73.6,2022,9.60557820524507,"5–10 km",151,122,0.80794701986755,5.02388052084628
-44,-73.6,2023,9.60557820524507,"5–10 km",90,41,0.455555555555556,4.51085950651685
-44,-73.6,2024,9.60557820524507,"5–10 km",2,0,0,1.09861228866811
-44,-73.6,2025,9.60557820524507,"5–10 km",12,4,0.333333333333333,2.56494935746154
-44,-73.55,2019,10.8860878247409,"10–20 km",176,167,0.948863636363636,5.17614973257383
-44,-73.55,2020,10.8860878247409,"10–20 km",113,112,0.991150442477876,4.7361984483945
-44,-73.55,2021,10.8860878247409,"10–20 km",195,190,0.974358974358974,5.27811465923052
-44,-73.55,2022,10.8860878247409,"10–20 km",102,79,0.774509803921569,4.63472898822964
-44,-73.55,2023,10.8860878247409,"10–20 km",58,22,0.379310344827586,4.07753744390572
-44,-73.55,2024,10.8860878247409,"10–20 km",9,6,0.666666666666667,2.30258509299405
-44,-73.55,2025,10.8860878247409,"10–20 km",9,5,0.555555555555556,2.30258509299405
-44,-73.5,2019,12.4186986589705,"10–20 km",488,468,0.959016393442623,6.19236248947487
-44,-73.5,2020,12.4186986589705,"10–20 km",717,675,0.941422594142259,6.57646956904822
-44,-73.5,2021,12.4186986589705,"10–20 km",880,855,0.971590909090909,6.78105762593618
-44,-73.5,2022,12.4186986589705,"10–20 km",376,345,0.917553191489362,5.93224518744801
-44,-73.5,2023,12.4186986589705,"10–20 km",15,0,0,2.77258872223978
-44,-73.5,2024,12.4186986589705,"10–20 km",6,0,0,1.94591014905531
-44,-73.5,2025,12.4186986589705,"10–20 km",4,0,0,1.6094379124341
-44,-73.5,2026,12.4186986589705,"10–20 km",1,0,0,0.693147180559945
-44,-73.45,2019,14.7470900513719,"10–20 km",603,565,0.93698175787728,6.40357419793482
-44,-73.45,2020,14.7470900513719,"10–20 km",829,760,0.916767189384801,6.72142570079064
-44,-73.45,2021,14.7470900513719,"10–20 km",960,879,0.915625,6.86797440897029
-44,-73.45,2022,14.7470900513719,"10–20 km",289,263,0.910034602076125,5.66988092298052
-44,-73.45,2023,14.7470900513719,"10–20 km",39,1,0.0256410256410256,3.68887945411394
-44,-73.45,2024,14.7470900513719,"10–20 km",7,0,0,2.07944154167984
-44,-73.45,2025,14.7470900513719,"10–20 km",11,0,0,2.484906649788
-44,-73.4,2019,12.1251308527242,"10–20 km",2709,2434,0.898486526393503,7.90470391387375
-44,-73.4,2020,12.1251308527242,"10–20 km",3403,3121,0.917131942403761,8.13270648969326
-44,-73.4,2021,12.1251308527242,"10–20 km",3668,3386,0.923118865866957,8.20767442435528
-44,-73.4,2022,12.1251308527242,"10–20 km",1181,1089,0.922099915325995,7.07496319796604
-44,-73.4,2023,12.1251308527242,"10–20 km",52,4,0.0769230769230769,3.97029191355212
-44,-73.4,2024,12.1251308527242,"10–20 km",48,7,0.145833333333333,3.89182029811063
-44,-73.4,2025,12.1251308527242,"10–20 km",43,3,0.0697674418604651,3.78418963391826
-44,-73.4,2026,12.1251308527242,"10–20 km",15,4,0.266666666666667,2.77258872223978
-44,-73.35,2019,8.33932294922419,"5–10 km",1149,1082,0.941688424717145,7.0475172213573
-44,-73.35,2020,8.33932294922419,"5–10 km",1365,1329,0.973626373626374,7.21964204013074
-44,-73.35,2021,8.33932294922419,"5–10 km",1271,1223,0.962234461054288,7.14834574390007
-44,-73.35,2022,8.33932294922419,"5–10 km",571,546,0.956217162872154,6.3491389913798
-44,-73.35,2023,8.33932294922419,"5–10 km",53,2,0.0377358490566038,3.98898404656427
-44,-73.35,2024,8.33932294922419,"5–10 km",33,5,0.151515151515152,3.52636052461616
-44,-73.35,2025,8.33932294922419,"5–10 km",56,3,0.0535714285714286,4.04305126783455
-44,-73.35,2026,8.33932294922419,"5–10 km",18,2,0.111111111111111,2.94443897916644
-44,-73.3,2019,4.90343624178302,"2–5 km",788,758,0.961928934010152,6.67076632084587
-44,-73.3,2020,4.90343624178302,"2–5 km",720,702,0.975,6.58063913728495
-44,-73.3,2021,4.90343624178302,"2–5 km",692,665,0.960982658959538,6.5410299991899
-44,-73.3,2022,4.90343624178302,"2–5 km",422,409,0.969194312796208,6.04737217904628
-44,-73.3,2023,4.90343624178302,"2–5 km",13,1,0.0769230769230769,2.63905732961526
-44,-73.3,2024,4.90343624178302,"2–5 km",11,0,0,2.484906649788
-44,-73.3,2025,4.90343624178302,"2–5 km",15,4,0.266666666666667,2.77258872223978
-44,-73.3,2026,4.90343624178302,"2–5 km",12,2,0.166666666666667,2.56494935746154
-44,-73.25,2019,3.24298536884172,"2–5 km",98,94,0.959183673469388,4.59511985013459
-44,-73.25,2020,3.24298536884172,"2–5 km",76,65,0.855263157894737,4.34380542185368
-44,-73.25,2021,3.24298536884172,"2–5 km",53,53,1,3.98898404656427
-44,-73.25,2022,3.24298536884172,"2–5 km",47,47,1,3.87120101090789
-44,-73.25,2023,3.24298536884172,"2–5 km",2,0,0,1.09861228866811
-44,-73.15,2019,1.79762117719818,"0–2 km",609,556,0.912972085385878,6.41345895716736
-44,-73.15,2020,1.79762117719818,"0–2 km",437,427,0.977116704805492,6.08221891037645
-44,-73.15,2021,1.79762117719818,"0–2 km",944,918,0.972457627118644,6.85118492749374
-44,-73.15,2022,1.79762117719818,"0–2 km",375,348,0.928,5.92958914338989
-44,-73.15,2023,1.79762117719818,"0–2 km",42,0,0,3.76120011569356
-44,-73.15,2024,1.79762117719818,"0–2 km",24,5,0.208333333333333,3.2188758248682
-44,-73.15,2025,1.79762117719818,"0–2 km",24,3,0.125,3.2188758248682
-44,-73.15,2026,1.79762117719818,"0–2 km",4,1,0.25,1.6094379124341
-44,-73.1,2019,3.00185812519337,"2–5 km",40,10,0.25,3.71357206670431
-44,-73.1,2020,3.00185812519337,"2–5 km",156,22,0.141025641025641,5.05624580534831
-44,-73.1,2021,3.00185812519337,"2–5 km",180,39,0.216666666666667,5.19849703126583
